quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
125/2	0.125	21	21	5/8	5/8	3/4	1	1	1/32		1/32	1		1	79	294
501/8	0.125	21	21	21/32	21/32	3/4	1	1	1/32		1/32	1		-1	77	295
251/4	0.125	21	21	11/16	11/16	3/4	1	1	1/32		1/32	1		4	76	296
503/8	0.125	21	21	23/32	23/32	3/4	1	1	1/32		1/32	1		2	74	297
63	1.5	22	22	0	0	3/4	2	1	3/8		1/4	3/2		1	55	320
63	1.5	22	22	0	0	3/4	2	1	3/8		1/4	3/2		2	62	320
63	0.75	22	22	0	0	3/4	1	1	3/16		1/8	3/2		0	72	307
255/4	0.125	22	22	3/16	3/16	3/4	1	1	1/32		1/32	1		2	74	308
511/8	0.125	22	22	7/32	7/32	3/4	1	1	1/32		1/32	1		0	72	309
64	0.5	22	22	1/4	1/4	3/4	1	1	1/8		1/8	1		5	71	310
129/2	0.5	22	22	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	53	321
129/2	0.5	22	22	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	61	321
259/4	0.25	22	22	7/16	7/16	3/4	1	1	1/16		1/16	1		-2	70	311
65	0.5	22	22	1/2	1/2	3/4	2	1	1/8		1/8	1		4	52	322
65	0.5	22	22	1/2	1/2	3/4	2	1	1/8		1/8	1		0	60	322
65	0.125	22	22	1/2	1/2	3/4	1	1	1/32		1/32	1		-2	82	312
521/8	0.125	22	22	17/32	17/32	3/4	1	1	1/32		1/32	1		3	81	313
261/4	0.125	22	22	9/16	9/16	3/4	1	1	1/32		1/32	1		-2	82	314
523/8	0.125	22	22	19/32	19/32	3/4	1	1	1/32		1/32	1		3	81	315
131/2	0.5	22	22	5/8	5/8	3/4	2	1	1/8		1/8	1		-2	58	323
131/2	0.5	22	22	5/8	5/8	3/4	2	1	1/8		1/8	1		0	60	323
131/2	0.125	22	22	5/8	5/8	3/4	1	1	1/32		1/32	1		-2	82	316
525/8	0.125	22	22	21/32	21/32	3/4	1	1	1/32		1/32	1		1	79	317
263/4	0.125	22	22	11/16	11/16	3/4	1	1	1/32		1/32	1		-1	77	318
527/8	0.125	22	22	23/32	23/32	3/4	1	1	1/32		1/32	1		4	76	319
66	1.0	23	23	0	0	3/4	2	2	1/4		1/4	1		3	57	347
66	1.0	23	23	0	0	3/4	2	1	1/4		1/4	1		0	60	344
66	0.375	23	23	0	0	3/4	1	1	3/32		1/16	3/2		-1	77	324
531/8	0.0	23	23	3/32	3/32	3/4	1	1	0	grace16	1/16	1		1	79	325
531/8	0.0	23	23	3/32	3/32	3/4	1	1	0	grace16	1/16	1		-1	77	326
531/8	0.0	23	23	3/32	3/32	3/4	1	1	0	grace16	1/16	1		4	76	327
531/8	0.0	23	23	3/32	3/32	3/4	1	1	0	grace16	1/16	1		-1	77	328
531/8	0.125	23	23	3/32	3/32	3/4	1	1	1/32		1/32	1		1	79	329
133/2	0.375	23	23	1/8	1/8	3/4	1	1	3/32		1/16	3/2		3	81	330
535/8	0.0	23	23	7/32	7/32	3/4	1	1	0	grace16	1/16	1		-2	82	331
535/8	0.0	23	23	7/32	7/32	3/4	1	1	0	grace16	1/16	1		3	81	332
535/8	0.0	23	23	7/32	7/32	3/4	1	1	0	grace16	1/16	1		1	79	333
535/8	0.0	23	23	7/32	7/32	3/4	1	1	0	grace16	1/16	1		3	81	334
535/8	0.125	23	23	7/32	7/32	3/4	1	1	1/32		1/32	1		-2	82	335
67	0.25	23	23	1/4	1/4	3/4	1	1	1/16		1/16	1		0	84	336
269/4	0.25	23	23	5/16	5/16	3/4	1	1	1/16		1/16	1		-1	77	337
135/2	0.5	23	23	3/8	3/8	3/4	2	2	1/8		1/8	1		3	45	348
135/2	1.0	23	23	3/8	3/8	3/4	2	1	1/4		1/4	1		-1	53	345
135/2	0.25	23	23	3/8	3/8	3/4	1	1	1/16		1/16	1		4	76	338
271/4	0.25	23	23	7/16	7/16	3/4	1	1	1/16		1/16	1		-3	75	339
68	0.5	23	23	1/2	1/2	3/4	2	2	1/8		1/8	1		-2	46	349
68	0.25	23	23	1/2	1/2	3/4	1	1	1/16		1/16	1		2	74	340
273/4	0.25	23	23	9/16	9/16	3/4	1	1	1/16		1/16	1		-5	73	341
137/2	0.5	23	23	5/8	5/8	3/4	2	2	1/8		1/8	1		2	50	350
137/2	0.5	23	23	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	53	346
137/2	0.25	23	23	5/8	5/8	3/4	1	1	1/16		1/16	1		0	72	342
275/4	0.25	23	23	11/16	11/16	3/4	1	1	1/16		1/16	1		-2	70	343
69	1.0	24	24	0	0	3/4	2	2	1/4		1/4	1		0	48	357
69	1.0	24	24	0	0	3/4	2	1	1/4		1/4	1		-1	53	355
69	0.75	24	24	0	0	3/4	1	1	3/16		1/8	3/2		3	69	351
279/4	0.125	24	24	3/16	3/16	3/4	1	1	1/32		1/32	1		-2	70	352
559/8	0.125	24	24	7/32	7/32	3/4	1	1	1/32		1/32	1		3	69	353
70	0.5	24	24	1/4	1/4	3/4	2	2	1/8		1/8	1		0	48	358
70	0.5	24	24	1/4	1/4	3/4	2	1	1/8		1/8	1		4	52	356
70	1.0	24	24	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	354
141/2	0.167	24	24	3/8	3/8	3/4	2	2	1/24		1/16	2/3		-2	46	359
212/3	0.167	24	24	5/12	5/12	3/4	2	2	1/24		1/16	2/3		0	48	360
425/6	0.167	24	24	11/24	11/24	3/4	2	2	1/24		1/16	2/3		-2	46	361
71	0.167	24	24	1/2	1/2	3/4	2	2	1/24		1/16	2/3		3	45	362
427/6	0.167	24	24	13/24	13/24	3/4	2	2	1/24		1/16	2/3		-2	46	363
214/3	0.167	24	24	7/12	7/12	3/4	2	2	1/24		1/16	2/3		3	45	364
143/2	0.167	24	24	5/8	5/8	3/4	2	2	1/24		1/16	2/3		1	43	365
215/3	0.167	24	24	2/3	2/3	3/4	2	2	1/24		1/16	2/3		3	45	366
431/6	0.167	24	24	17/24	17/24	3/4	2	2	1/24		1/16	2/3		1	43	367
72	0.5	25	25	0	0	3/4	2	2	1/8		1/8	1		-1	41	384
72	0.125	25	25	0	0	3/4	1	1	1/32		1/32	1		3	69	368
577/8	0.125	25	25	1/32	1/32	3/4	1	1	1/32		1/32	1		1	67	369
289/4	0.125	25	25	1/16	1/16	3/4	1	1	1/32		1/32	1		3	69	370
579/8	0.125	25	25	3/32	3/32	3/4	1	1	1/32		1/32	1		-1	65	371
145/2	0.125	25	25	1/8	1/8	3/4	1	1	1/32		1/32	1		-2	70	372
581/8	0.125	25	25	5/32	5/32	3/4	1	1	1/32		1/32	1		3	69	373
291/4	0.125	25	25	3/16	3/16	3/4	1	1	1/32		1/32	1		-2	70	374
583/8	0.125	25	25	7/32	7/32	3/4	1	1	1/32		1/32	1		1	67	375
73	1.0	25	25	1/4	1/4	3/4	2	2	1/4		1/4	1	1	-1	53	385
73	1.0	25	25	1/4	1/4	3/4	2	1	1/4		1/4	1	1	3	57	382
73	0.5	25	25	1/4	1/4	3/4	1	1	1/8		1/8	1	1	0	72	376
147/2	0.125	25	25	3/8	3/8	3/4	1	1	1/32		1/32	1	-1	0	72	377
589/8	0.125	25	25	13/32	13/32	3/4	1	1	1/32		1/32	1		5	71	378
295/4	0.125	25	25	7/16	7/16	3/4	1	1	1/32		1/32	1		0	72	379
591/8	0.125	25	25	15/32	15/32	3/4	1	1	1/32		1/32	1		3	69	380
74	0.5	25	25	1/2	1/2	3/4	2	2	1/8		1/8	1	-1	-1	53	386
74	0.5	25	25	1/2	1/2	3/4	2	1	1/8		1/8	1	-1	3	57	383
74	0.5	25	25	1/2	1/2	3/4	2	2	1/8		1/8	1		3	57	386
74	0.5	25	25	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65	381
75	0.125	26	26	0	0	3/4	1	1	1/32		1/32	1		2	74	387
601/8	0.125	26	26	1/32	1/32	3/4	1	1	1/32		1/32	1		0	72	388
301/4	0.125	26	26	1/16	1/16	3/4	1	1	1/32		1/32	1		2	74	389
603/8	0.125	26	26	3/32	3/32	3/4	1	1	1/32		1/32	1		-2	70	390
151/2	0.125	26	26	1/8	1/8	3/4	1	1	1/32		1/32	1		4	76	391
605/8	0.125	26	26	5/32	5/32	3/4	1	1	1/32		1/32	1		2	74	392
303/4	0.125	26	26	3/16	3/16	3/4	1	1	1/32		1/32	1		4	76	393
607/8	0.125	26	26	7/32	7/32	3/4	1	1	1/32		1/32	1		0	72	394
76	1.0	26	26	1/4	1/4	3/4	2	1	1/4		1/4	1	1	3	57	401
76	1.0	26	26	1/4	1/4	3/4	2	1	1/4		1/4	1	1	0	60	401
76	0.5	26	26	1/4	1/4	3/4	1	1	1/8		1/8	1	1	-1	77	395
153/2	0.125	26	26	3/8	3/8	3/4	1	1	1/32		1/32	1	-1	-1	77	396
613/8	0.125	26	26	13/32	13/32	3/4	1	1	1/32		1/32	1		4	76	397
307/4	0.125	26	26	7/16	7/16	3/4	1	1	1/32		1/32	1		-1	77	398
615/8	0.125	26	26	15/32	15/32	3/4	1	1	1/32		1/32	1		0	72	399
77	0.5	26	26	1/2	1/2	3/4	2	1	1/8		1/8	1	-1	3	57	402
77	0.5	26	26	1/2	1/2	3/4	2	1	1/8		1/8	1	-1	0	60	402
77	0.5	26	26	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	400
78	0.125	27	27	0	0	3/4	1	1	1/32		1/32	1		0	84	403
625/8	0.125	27	27	1/32	1/32	3/4	1	1	1/32		1/32	1		5	83	404
313/4	0.125	27	27	1/16	1/16	3/4	1	1	1/32		1/32	1		0	84	405
627/8	0.125	27	27	3/32	3/32	3/4	1	1	1/32		1/32	1		3	81	406
157/2	0.125	27	27	1/8	1/8	3/4	1	1	1/32		1/32	1		-2	82	407
629/8	0.125	27	27	5/32	5/32	3/4	1	1	1/32		1/32	1		3	81	408
315/4	0.125	27	27	3/16	3/16	3/4	1	1	1/32		1/32	1		-2	82	409
631/8	0.125	27	27	7/32	7/32	3/4	1	1	1/32		1/32	1		1	79	410
79	0.125	27	27	1/4	1/4	3/4	2	1	1/32		1/32	1		0	72	427
79	0.125	27	27	1/4	1/4	3/4	1	1	1/32		1/32	1		3	81	411
633/8	0.125	27	27	9/32	9/32	3/4	2	1	1/32		1/32	1		5	71	428
633/8	0.125	27	27	9/32	9/32	3/4	1	1	1/32		1/32	1		1	79	412
317/4	0.125	27	27	5/16	5/16	3/4	2	1	1/32		1/32	1		0	72	429
317/4	0.125	27	27	5/16	5/16	3/4	1	1	1/32		1/32	1		3	81	413
635/8	0.125	27	27	11/32	11/32	3/4	2	1	1/32		1/32	1		3	69	430
635/8	0.125	27	27	11/32	11/32	3/4	1	1	1/32		1/32	1		-1	77	414
159/2	0.125	27	27	3/8	3/8	3/4	2	1	1/32		1/32	1		-2	70	431
159/2	0.125	27	27	3/8	3/8	3/4	1	1	1/32		1/32	1		1	79	415
637/8	0.125	27	27	13/32	13/32	3/4	2	1	1/32		1/32	1		3	69	432
637/8	0.125	27	27	13/32	13/32	3/4	1	1	1/32		1/32	1		-1	77	416
319/4	0.125	27	27	7/16	7/16	3/4	2	1	1/32		1/32	1		-2	70	433
319/4	0.125	27	27	7/16	7/16	3/4	1	1	1/32		1/32	1		1	79	417
639/8	0.125	27	27	15/32	15/32	3/4	2	1	1/32		1/32	1		1	67	434
639/8	0.125	27	27	15/32	15/32	3/4	1	1	1/32		1/32	1		4	76	418
80	0.75	27	27	1/2	1/2	3/4	2	1	3/16		1/8	3/2		3	69	435
80	0.125	27	27	1/2	1/2	3/4	1	1	1/32		1/32	1		-1	77	419
641/8	0.125	27	27	17/32	17/32	3/4	1	1	1/32		1/32	1		1	79	420
321/4	0.125	27	27	9/16	9/16	3/4	1	1	1/32		1/32	1		3	81	421
643/8	0.125	27	27	19/32	19/32	3/4	1	1	1/32		1/32	1		4	76	422
161/2	0.125	27	27	5/8	5/8	3/4	1	1	1/32		1/32	1		-1	77	423
645/8	0.125	27	27	21/32	21/32	3/4	1	1	1/32		1/32	1		0	72	424
323/4	0.25	27	27	11/16	11/16	3/4	2	1	1/16		1/16	1		-1	65	436
323/4	0.125	27	27	11/16	11/16	3/4	1	1	1/32		1/32	1		2	74	425
647/8	0.125	27	27	23/32	23/32	3/4	1	1	1/32		1/32	1		3	69	426
81	0.5	28	28	0	0	3/4	2	1	1/8		1/8	1		1	67	448
81	0.375	28	28	0	0	3/4	1	1	3/32		1/16	3/2		0	72	437
651/8	0.125	28	28	3/32	3/32	3/4	1	1	1/32		1/32	1		-2	70	438
163/2	0.5	28	28	1/8	1/8	3/4	2	1	1/8		1/8	1		4	64	449
163/2	0.375	28	28	1/8	1/8	3/4	1	1	3/32		1/16	3/2		1	79	439
655/8	0.125	28	28	7/32	7/32	3/4	1	1	1/32		1/32	1		-2	70	440
82	0.5	28	28	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	450
82	0.5	28	28	1/4	1/4	3/4	1	1	1/8		1/8	1		3	69	441
83	0.167	28	28	1/2	1/2	3/4	1	1	1/24		1/16	2/3		3	69	442
499/6	0.167	28	28	13/24	13/24	3/4	1	1	1/24		1/16	2/3		-2	70	443
250/3	0.167	28	28	7/12	7/12	3/4	1	1	1/24		1/16	2/3		5	71	444
167/2	0.167	28	28	5/8	5/8	3/4	1	1	1/24		1/16	2/3		0	72	445
251/3	0.167	28	28	2/3	2/3	3/4	1	1	1/24		1/16	2/3		7	73	446
503/6	0.167	28	28	17/24	17/24	3/4	1	1	1/24		1/16	2/3		2	74	447
84	1.0	29	29	0	0	3/4	2	1	1/4		1/4	1		0	48	462
84	1.0	29	29	0	0	3/4	2	1	1/4		1/4	1		3	57	462
84	0.75	29	29	0	0	3/4	1	1	3/16		1/8	3/2		-1	65	451
339/4	0.125	29	29	3/16	3/16	3/4	1	1	1/32		1/32	1		1	67	452
679/8	0.125	29	29	7/32	7/32	3/4	1	1	1/32		1/32	1		-1	65	453
85	0.5	29	29	1/4	1/4	3/4	2	1	1/8		1/8	1		0	48	463
85	0.5	29	29	1/4	1/4	3/4	2	1	1/8		1/8	1		1	55	463
85	0.5	29	29	1/4	1/4	3/4	1	1	1/8		1/8	1		4	64	454
343/4	0.25	29	29	7/16	7/16	3/4	1	1	1/16		1/16	1		4	76	455
86	0.167	29	29	1/2	1/2	3/4	1	1	1/24		1/16	2/3		1	79	456
517/6	0.167	29	29	13/24	13/24	3/4	1	1	1/24		1/16	2/3		6	78	457
259/3	0.167	29	29	7/12	7/12	3/4	1	1	1/24		1/16	2/3		-1	77	458
173/2	0.167	29	29	5/8	5/8	3/4	1	1	1/24		1/16	2/3		4	76	459
260/3	0.167	29	29	2/3	2/3	3/4	1	1	1/24		1/16	2/3		-3	75	460
521/6	0.167	29	29	17/24	17/24	3/4	1	1	1/24		1/16	2/3		2	74	461
87	0.5	30	30	0	0	3/4	2	1	1/8		1/8	1		1	55	477
87	0.5	30	30	0	0	3/4	2	1	1/8		1/8	1		2	62	477
87	0.167	30	30	0	0	3/4	1	1	1/24		1/16	2/3		0	72	464
523/6	0.167	30	30	1/24	1/24	3/4	1	1	1/24		1/16	2/3		5	71	465
262/3	0.167	30	30	1/12	1/12	3/4	1	1	1/24		1/16	2/3		1	79	466
175/2	0.5	30	30	1/8	1/8	3/4	2	1	1/8		1/8	1		4	52	478
175/2	0.5	30	30	1/8	1/8	3/4	2	1	1/8		1/8	1		0	60	478
175/2	0.5	30	30	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	467
355/4	0.25	30	30	7/16	7/16	3/4	2	2	1/16		1/16	1		4	40	479
355/4	0.25	30	30	7/16	7/16	3/4	1	1	1/16		1/16	1		1	55	468
89	0.75	30	30	1/2	1/2	3/4	2	2	3/16		1/8	3/2		-1	41	480
89	0.125	30	30	1/2	1/2	3/4	1	1	1/32		1/32	1		3	57	469
713/8	0.125	30	30	17/32	17/32	3/4	1	1	1/32		1/32	1		-2	58	470
357/4	0.125	30	30	9/16	9/16	3/4	1	1	1/32		1/32	1		3	57	471
715/8	0.125	30	30	19/32	19/32	3/4	1	1	1/32		1/32	1		1	55	472
179/2	0.125	30	30	5/8	5/8	3/4	1	1	1/32		1/32	1		3	57	473
717/8	0.125	30	30	21/32	21/32	3/4	1	1	1/32		1/32	1		-2	58	474
359/4	0.25	30	30	11/16	11/16	3/4	2	2	1/16		1/16	1		1	43	481
359/4	0.125	30	30	11/16	11/16	3/4	1	1	1/32		1/32	1		3	57	475
719/8	0.125	30	30	23/32	23/32	3/4	1	1	1/32		1/32	1		-2	58	476
90	0.75	31	31	0	0	3/4	2	2	3/16		1/8	3/2		3	45	495
90	0.125	31	31	0	0	3/4	1	1	1/32		1/32	1		0	60	482
721/8	0.125	31	31	1/32	1/32	3/4	1	1	1/32		1/32	1		2	62	483
361/4	0.125	31	31	1/16	1/16	3/4	1	1	1/32		1/32	1		0	60	484
723/8	0.125	31	31	3/32	3/32	3/4	1	1	1/32		1/32	1		5	59	485
181/2	0.125	31	31	1/8	1/8	3/4	1	1	1/32		1/32	1		0	60	486
725/8	0.125	31	31	5/32	5/32	3/4	1	1	1/32		1/32	1		2	62	487
363/4	0.25	31	31	3/16	3/16	3/4	2	2	1/16		1/16	1		-2	46	496
363/4	0.125	31	31	3/16	3/16	3/4	1	1	1/32		1/32	1		0	60	488
727/8	0.125	31	31	7/32	7/32	3/4	1	1	1/32		1/32	1		2	62	489
91	0.5	31	31	1/4	1/4	3/4	2	2	1/8		1/8	1		0	48	497
91	0.5	31	31	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	53	490
92	0.0	31	31	1/2	1/2	3/4	1	1	0	grace16	1/16	1		3	57	491
92	1.0	31	31	1/2	1/2	3/4	2	2	1/4		1/4	1		0	36	498
92	1.0	31	31	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	46	498
92	0.5	31	31	1/2	1/2	3/4	1	1	1/8		1/8	1		4	52	492
92	0.5	31	31	1/2	1/2	3/4	1	1	1/8		1/8	1		1	55	492
185/2	0.25	31	31	5/8	5/8	3/4	1	1	1/16		1/16	1		-1	53	493
371/4	0.25	31	31	11/16	11/16	3/4	1	1	1/16		1/16	1		1	55	494
93	1.0	32	32	0	0	3/4	2	1	1/4		1/4	1		-1	41	501
93	1.0	32	32	0	0	3/4	2	1	1/4		1/4	1		-2	46	501
93	1.0	32	32	0	0	3/4	1	1	1/4		1/4	1		4	52	499
93	1.0	32	32	0	0	3/4	1	1	1/4		1/4	1		1	55	499
94	0.5	32	32	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	41	502
94	0.5	32	32	1/4	1/4	3/4	2	1	1/8		1/8	1		3	45	502
94	0.5	32	32	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	53	500
189/2	0.5	32	32	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	41	503
189/2	0.5	32	32	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	53	503
95	0.5	32	32	1/2	1/2	3/4	2	1	1/8		1/8	1		4	40	504
95	0.5	32	32	1/2	1/2	3/4	2	1	1/8		1/8	1		4	52	504
191/2	0.5	32	32	5/8	5/8	3/4	2	1	1/8		1/8	1		2	38	505
191/2	0.5	32	32	5/8	5/8	3/4	2	1	1/8		1/8	1		2	50	505
96	1.0	33	33	0	0	3/4	2	1	1/4		1/4	1		0	36	517
96	1.0	33	33	0	0	3/4	2	1	1/4		1/4	1		0	48	517
96	0.25	33	33	0	0	3/4	1	1	1/16		1/16	1		4	64	506
385/4	0.25	33	33	1/16	1/16	3/4	1	1	1/16		1/16	1		1	67	507
193/2	0.25	33	33	1/8	1/8	3/4	1	1	1/16		1/16	1		0	72	508
387/4	0.25	33	33	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	509
97	1.0	33	33	1/4	1/4	3/4	1	1	1/4		1/4	1	1	1	79	510
195/2	0.5	33	33	3/8	3/8	3/4	2	1	1/8		1/8	1		0	60	518
195/2	0.5	33	33	3/8	3/8	3/4	2	1	1/8		1/8	1		4	64	518
98	0.5	33	33	1/2	1/2	3/4	2	1	1/8		1/8	1		0	60	519
98	0.5	33	33	1/2	1/2	3/4	2	1	1/8		1/8	1		4	64	519
98	0.75	33	33	1/2	1/2	3/4	1	1	3/16		1/8	3/2	-1	1	79	511
197/2	0.5	33	33	5/8	5/8	3/4	2	1	1/8		1/8	1		0	60	520
197/2	0.5	33	33	5/8	5/8	3/4	2	1	1/8		1/8	1		4	64	520
395/4	0.0	33	33	11/16	11/16	3/4	1	1	0	grace32	1/32	1		3	81	512
395/4	0.0	33	33	11/16	11/16	3/4	1	1	0	grace32	1/32	1		1	79	513
395/4	0.0	33	33	11/16	11/16	3/4	1	1	0	grace32	1/32	1		6	78	514
395/4	0.0	33	33	11/16	11/16	3/4	1	1	0	grace32	1/32	1		1	79	515
395/4	0.25	33	33	11/16	11/16	3/4	1	1	1/16		1/16	1		3	81	516
99	1.0	34	34	0	0	3/4	1	1	1/4		1/4	1		0	72	521
199/2	0.5	34	34	1/8	1/8	3/4	2	1	1/8		1/8	1		2	62	527
199/2	0.5	34	34	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	65	527
100	0.5	34	34	1/4	1/4	3/4	2	1	1/8		1/8	1		2	62	528
100	0.5	34	34	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	528
100	0.5	34	34	1/4	1/4	3/4	1	1	1/8		1/8	1		5	71	522
201/2	0.5	34	34	3/8	3/8	3/4	2	1	1/8		1/8	1		2	62	529
201/2	0.5	34	34	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	65	529
101	0.5	34	34	1/2	1/2	3/4	2	1	1/8		1/8	1		2	62	530
101	0.5	34	34	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	65	530
101	0.25	34	34	1/2	1/2	3/4	1	1	1/16		1/16	1		5	71	523
405/4	0.25	34	34	9/16	9/16	3/4	1	1	1/16		1/16	1		2	74	524
203/2	0.5	34	34	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	531
203/2	0.5	34	34	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	531
203/2	0.25	34	34	5/8	5/8	3/4	1	1	1/16		1/16	1		-1	77	525
407/4	0.25	34	34	11/16	11/16	3/4	1	1	1/16		1/16	1		5	83	526
102	0.75	35	35	0	0	3/4	1	1	3/16		1/8	3/2		2	86	532
205/2	0.5	35	35	1/8	1/8	3/4	2	1	1/8		1/8	1		1	55	542
205/2	0.5	35	35	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59	542
411/4	0.25	35	35	3/16	3/16	3/4	1	1	1/16		1/16	1		5	83	533
103	0.5	35	35	1/4	1/4	3/4	2	1	1/8		1/8	1		1	55	543
103	0.5	35	35	1/4	1/4	3/4	2	1	1/8		1/8	1		5	59	543
103	0.25	35	35	1/4	1/4	3/4	1	1	1/16		1/16	1		-1	89	534
413/4	0.25	35	35	5/16	5/16	3/4	1	1	1/16		1/16	1		2	86	535
207/2	0.5	35	35	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	544
207/2	0.5	35	35	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59	544
207/2	0.25	35	35	3/8	3/8	3/4	1	1	1/16		1/16	1		5	83	536
415/4	0.25	35	35	7/16	7/16	3/4	1	1	1/16		1/16	1		1	79	537
104	0.5	35	35	1/2	1/2	3/4	2	1	1/8		1/8	1		1	55	545
104	0.5	35	35	1/2	1/2	3/4	2	1	1/8		1/8	1		5	59	545
104	0.25	35	35	1/2	1/2	3/4	1	1	1/16		1/16	1		6	78	538
417/4	0.25	35	35	9/16	9/16	3/4	1	1	1/16		1/16	1		1	79	539
209/2	0.5	35	35	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	546
209/2	0.5	35	35	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59	546
209/2	0.25	35	35	5/8	5/8	3/4	1	1	1/16		1/16	1		3	81	540
419/4	0.25	35	35	11/16	11/16	3/4	1	1	1/16		1/16	1		-1	77	541
105	1.0	36	36	0	0	3/4	1	1	1/4		1/4	1		9	75	547
211/2	0.5	36	36	1/8	1/8	3/4	2	1	1/8		1/8	1		0	48	553
211/2	0.5	36	36	1/8	1/8	3/4	2	1	1/8		1/8	1		0	60	553
106	0.5	36	36	1/4	1/4	3/4	2	1	1/8		1/8	1		0	48	554
106	0.5	36	36	1/4	1/4	3/4	2	1	1/8		1/8	1		0	60	554
106	0.5	36	36	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76	548
213/2	0.5	36	36	3/8	3/8	3/4	2	1	1/8		1/8	1		0	48	555
213/2	0.5	36	36	3/8	3/8	3/4	2	1	1/8		1/8	1		0	60	555
107	0.5	36	36	1/2	1/2	3/4	2	1	1/8		1/8	1		4	40	556
107	0.25	36	36	1/2	1/2	3/4	1	1	1/16		1/16	1		0	72	549
429/4	0.25	36	36	9/16	9/16	3/4	1	1	1/16		1/16	1		4	76	550
215/2	0.5	36	36	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	557
215/2	0.25	36	36	5/8	5/8	3/4	1	1	1/16		1/16	1		1	79	551
431/4	0.25	36	36	11/16	11/16	3/4	1	1	1/16		1/16	1		0	84	552
108	0.5	37	37	0	0	3/4	2	1	1/8		1/8	1		-1	41	572
108	1.0	37	37	0	0	3/4	1	2	1/4		1/4	1	1	0	72	569
108	0.25	37	37	0	0	3/4	1	1	1/16		1/16	1		0	84	558
433/4	0.25	37	37	1/16	1/16	3/4	1	1	1/16		1/16	1		2	74	559
217/2	0.375	37	37	1/8	1/8	3/4	2	1	3/32		1/16	3/2		-1	53	573
217/2	0.5	37	37	1/8	1/8	3/4	1	1	1/8		1/8	1	1	2	74	560
871/8	0.125	37	37	7/32	7/32	3/4	2	1	1/32		1/32	1		4	52	574
109	0.5	37	37	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	53	575
109	1.0	37	37	1/4	1/4	3/4	1	2	1/4		1/4	1	-1	0	72	570
109	0.25	37	37	1/4	1/4	3/4	1	1	1/16		1/16	1	-1	2	74	561
437/4	0.25	37	37	5/16	5/16	3/4	1	1	1/16		1/16	1		0	84	562
219/2	0.5	37	37	3/8	3/8	3/4	2	1	1/8		1/8	1		6	54	576
219/2	0.25	37	37	3/8	3/8	3/4	1	1	1/16		1/16	1		-3	75	563
439/4	0.25	37	37	7/16	7/16	3/4	1	1	1/16		1/16	1		0	84	564
110	0.5	37	37	1/2	1/2	3/4	2	1	1/8		1/8	1		1	55	577
110	0.25	37	37	1/2	1/2	3/4	1	1	1/16		1/16	1		0	72	565
110	1.0	37	37	1/2	1/2	3/4	1	2	1/4		1/4	1		0	72	571
441/4	0.25	37	37	9/16	9/16	3/4	1	1	1/16		1/16	1		4	76	566
221/2	0.5	37	37	5/8	5/8	3/4	2	1	1/8		1/8	1		1	43	578
221/2	0.25	37	37	5/8	5/8	3/4	1	1	1/16		1/16	1		1	79	567
443/4	0.25	37	37	11/16	11/16	3/4	1	1	1/16		1/16	1		0	84	568
111	0.5	38	38	0	0	3/4	2	1	1/8		1/8	1		3	45	593
111	1.0	38	38	0	0	3/4	1	2	1/4		1/4	1	1	0	72	590
111	0.25	38	38	0	0	3/4	1	1	1/16		1/16	1		0	84	579
445/4	0.25	38	38	1/16	1/16	3/4	1	1	1/16		1/16	1		-1	77	580
223/2	0.375	38	38	1/8	1/8	3/4	2	1	3/32		1/16	3/2		3	57	594
223/2	0.5	38	38	1/8	1/8	3/4	1	1	1/8		1/8	1	1	-1	77	581
895/8	0.125	38	38	7/32	7/32	3/4	2	1	1/32		1/32	1		8	56	595
